Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
NCC43,7.39,Low Fat,0.092927148,Household,249.5066,OUT049,1999,Medium,Tier 1,Supermarket Type1,2845.3044238665366
FDB35,12.857645184135976,Regular,0.113139486,Starchy Foods,92.9804,OUT019,1985,Small,Tier 1,Grocery Store,1731.8467920496066
FDX33,9.195,Regular,0.117387066,Snack Foods,160.2578,OUT013,1987,High,Tier 3,Supermarket Type1,2341.765575699683
NCT06,17.1,Low Fat,0.038730229,Household,166.2842,OUT035,2004,Small,Tier 2,Supermarket Type1,2621.7640729884915
FDM50,13.0,Regular,0.030211742,Canned,59.322,OUT018,2009,Medium,Tier 3,Supermarket Type2,2341.5750514461324
FDC37,15.5,Low Fat,0.032924463,Baking Goods,107.2938,OUT049,1999,Medium,Tier 1,Supermarket Type1,2196.8826546424607
NCT54,8.695,Low Fat,0.120022543,Household,94.8094,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.618572995962
FDG34,12.857645184135976,Regular,0.037388493,Snack Foods,107.8254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2977.5216042438306
NCW54,7.5,Low Fat,0.096413261,Household,55.3588,OUT046,1997,Small,Tier 1,Supermarket Type1,1732.2769602518322
FDZ46,7.485,Low Fat,0.069405301,Snack Foods,112.1228,OUT018,2009,Medium,Tier 3,Supermarket Type2,2521.7392333732137
NCK19,9.8,Low Fat,0.090649107,Others,194.3478,OUT045,2002,Medium,Tier 2,Supermarket Type1,2488.681199117248
NCQ05,11.395,Low Fat,0.021649904,Health and Hygiene,150.8708,OUT045,2002,Medium,Tier 2,Supermarket Type1,2396.234206998517
NCE54,20.7,Low Fat,0.02689477,Household,76.7354,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.83776328883
FDH17,16.2,Regular,0.016679232,Frozen Foods,96.3726,OUT049,1999,Medium,Tier 1,Supermarket Type1,2291.467349833727
FDB23,12.857645184135976,Regular,0.00978492,Starchy Foods,225.9062,OUT019,1985,Small,Tier 1,Grocery Store,2450.63284031315
DRL49,13.15,Low Fat,0.056429024,Soft Drinks,144.2812,OUT046,1997,Small,Tier 1,Supermarket Type1,2377.724709908548
FDT03,21.25,Low Fat,0.009998763,Meat,182.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,2829.694582453681
FDW59,13.15,Low Fat,0.020757926,Breads,84.3566,OUT045,2002,Medium,Tier 2,Supermarket Type1,2144.564526628697
NCB18,19.6,Low Fat,0.041374909,Household,89.2514,OUT045,2002,Medium,Tier 2,Supermarket Type1,2155.345028709878
FDI22,12.6,Low Fat,0.096756649,Snack Foods,208.7612,OUT017,2007,Medium,Tier 2,Supermarket Type1,2567.346226130364
FDZ50,12.8,Regular,0.079523619,Dairy,181.7608,OUT017,2007,Medium,Tier 2,Supermarket Type1,2588.5520479531797
FDS14,7.285,Low Fat,0.0,Dairy,155.1288,OUT017,2007,Medium,Tier 2,Supermarket Type1,2474.8399018066293
NCN19,13.1,Low Fat,0.012167988,Others,190.253,OUT017,2007,Medium,Tier 2,Supermarket Type1,2585.6488840389084
FDG46,8.63,Regular,0.032976399,Snack Foods,114.6518,OUT045,2002,Medium,Tier 2,Supermarket Type1,2226.367020911043
FDS04,10.195,Regular,0.147492524,Frozen Foods,141.5838,OUT017,2007,Medium,Tier 2,Supermarket Type1,2267.036874406798
FDM58,16.85,Regular,0.0,Snack Foods,110.0544,OUT049,1999,Medium,Tier 1,Supermarket Type1,2264.0494080640797
FDB60,9.3,Low Fat,0.028566433,Baking Goods,193.0136,OUT049,1999,Medium,Tier 1,Supermarket Type1,2404.759018895014
FDH28,15.85,Regular,0.110479217,Frozen Foods,36.7506,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.2708792027092
NCU53,5.485,Low Fat,0.042838514,Health and Hygiene,163.7842,OUT045,2002,Medium,Tier 2,Supermarket Type1,2489.9012871926443
FDL44,18.25,Low Fat,0.012264903,Fruits and Vegetables,162.8894,OUT013,1987,High,Tier 3,Supermarket Type1,2500.3023440546754
FDI22,12.6,Low Fat,0.096132367,Snack Foods,208.9612,OUT013,1987,High,Tier 3,Supermarket Type1,2686.941925957225
DRM37,12.857645184135976,Low Fat,0.168780127,Soft Drinks,197.8768,OUT019,1985,Small,Tier 1,Grocery Store,2173.0943318060063
FDX40,12.85,Low Fat,0.099193899,Frozen Foods,38.1164,OUT045,2002,Medium,Tier 2,Supermarket Type1,1858.3203846034219
DRG15,6.13,Low Fat,0.076721393,Dairy,59.4536,OUT035,2004,Small,Tier 2,Supermarket Type1,1862.8854476971062
FDV19,12.857645184135976,Regular,0.06173052,Fruits and Vegetables,159.1578,OUT019,1985,Small,Tier 1,Grocery Store,2018.3608685867994
DRF01,5.655,Low Fat,0.174934513,Soft Drinks,145.0102,OUT013,1987,High,Tier 3,Supermarket Type1,2360.73786091321
NCV54,11.1,Low Fat,0.0,Household,119.1124,OUT046,1997,Small,Tier 1,Supermarket Type1,2340.876561082577
FDO21,11.6,Regular,0.009802791,Snack Foods,223.0404,OUT018,2009,Medium,Tier 3,Supermarket Type2,3097.908063385746
FDA40,16.0,Regular,0.09942555,Frozen Foods,87.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,2145.5382897534223
FDE59,12.15,Low Fat,0.062384659,Starchy Foods,34.6532,OUT049,1999,Medium,Tier 1,Supermarket Type1,1866.5666307256304
FDX47,6.55,Regular,0.034745307,Breads,158.8288,OUT018,2009,Medium,Tier 3,Supermarket Type2,2813.6554453008944
FDW34,9.6,Low Fat,0.035579135,Snack Foods,244.417,OUT046,1997,Small,Tier 1,Supermarket Type1,2724.754960820394
NCM30,19.1,Low Fat,0.067569539,Household,43.0796,OUT018,2009,Medium,Tier 3,Supermarket Type2,2373.1417537826105
FDA02,14.0,Regular,0.029697925,Dairy,143.0786,OUT013,1987,High,Tier 3,Supermarket Type1,2354.9681204659414
FDV19,14.85,Regular,0.03525037,Fruits and Vegetables,160.9578,OUT035,2004,Small,Tier 2,Supermarket Type1,2467.0375803246984
FDT48,4.92,Low Fat,0.045916788,Baking Goods,198.8084,OUT013,1987,High,Tier 3,Supermarket Type1,2791.314146180816
FDD09,13.5,Low Fat,0.021539999,Fruits and Vegetables,182.4976,OUT045,2002,Medium,Tier 2,Supermarket Type1,2620.867870957681
FDZ25,15.7,Regular,0.027673055,Canned,169.279,OUT045,2002,Medium,Tier 2,Supermarket Type1,2518.652674464226
NCE19,8.97,Low Fat,0.092997032,Household,55.2956,OUT035,2004,Small,Tier 2,Supermarket Type1,1703.2559341795275
DRE25,15.35,Low Fat,0.073283193,Soft Drinks,91.812,OUT046,1997,Small,Tier 1,Supermarket Type1,2247.0995342157084
FDC14,12.857645184135976,Regular,0.041049322,Canned,41.2454,OUT027,1985,Medium,Tier 3,Supermarket Type3,2606.6620171766717
FDO15,12.857645184135976,Regular,0.008525061,Meat,72.5038,OUT027,1985,Medium,Tier 3,Supermarket Type3,2806.5578090613994
FDC46,17.7,Low Fat,0.117201696,Snack Foods,184.0266,OUT017,2007,Medium,Tier 2,Supermarket Type1,2572.023968072972
NCX42,6.36,Low Fat,0.005977465,Household,163.3526,OUT035,2004,Small,Tier 2,Supermarket Type1,2550.687210836023
FDK52,12.857645184135976,Low Fat,0.0,Frozen Foods,225.3062,OUT027,1985,Medium,Tier 3,Supermarket Type3,3716.9666507746206
FDD04,12.857645184135976,Low Fat,0.157528118,Dairy,142.9154,OUT019,1985,Small,Tier 1,Grocery Store,1951.7623920541391
FDF12,8.235,Low Fat,0.082427854,Baking Goods,149.3076,OUT046,1997,Small,Tier 1,Supermarket Type1,2372.337438091106
NCL41,12.35,Low Fat,0.041802518,Health and Hygiene,34.8216,OUT049,1999,Medium,Tier 1,Supermarket Type1,1788.6758855703115
NCW41,18.0,Low Fat,0.015450376,Health and Hygiene,158.9604,OUT046,1997,Small,Tier 1,Supermarket Type1,2538.249107165228
FDO60,20.0,Low Fat,0.057527544,Baking Goods,43.1086,OUT010,1998,Medium,Tier 3,Grocery Store,1592.6461675822509
FDZ55,6.055,Low Fat,0.025512207,Fruits and Vegetables,159.692,OUT018,2009,Medium,Tier 3,Supermarket Type2,2843.755488154508
FDZ59,6.63,Regular,0.174110803,Baking Goods,166.85,OUT010,1998,Medium,Tier 3,Grocery Store,2090.868848295116
FDO24,12.857645184135976,Low Fat,0.175362333,Baking Goods,158.9604,OUT027,1985,Medium,Tier 3,Supermarket Type3,3275.2154759178115
FDW14,8.3,Regular,0.038367194,Dairy,87.1198,OUT018,2009,Medium,Tier 3,Supermarket Type2,2390.4275983963116
FDD40,20.25,Regular,0.014781046,Dairy,193.8162,OUT013,1987,High,Tier 3,Supermarket Type1,2783.53626055121
FDJ38,8.6,Regular,0.040268044,Canned,191.453,OUT049,1999,Medium,Tier 1,Supermarket Type1,2575.7735007037563
NCO54,19.5,Low Fat,0.014355033,Household,55.4614,OUT017,2007,Medium,Tier 2,Supermarket Type1,1938.5763340029494
FDJ10,5.095,Regular,0.129766301,Snack Foods,141.6838,OUT045,2002,Medium,Tier 2,Supermarket Type1,2222.2228261471246
FDK27,11.0,Low Fat,0.008997141,Meat,119.9756,OUT017,2007,Medium,Tier 2,Supermarket Type1,2272.141588202746
FDR09,18.25,Low Fat,0.07784544,Snack Foods,260.5962,OUT049,1999,Medium,Tier 1,Supermarket Type1,3079.37554269318
FDO60,20.0,Low Fat,0.0,Baking Goods,43.4086,OUT018,2009,Medium,Tier 3,Supermarket Type2,2322.360746227428
FDX50,12.857645184135976,Low Fat,0.074265816,Dairy,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,2942.3216469421914
FDR44,12.857645184135976,Regular,0.102422487,Fruits and Vegetables,131.4968,OUT027,1985,Medium,Tier 3,Supermarket Type3,3139.3885430051055
FDD17,7.5,Low Fat,0.032811503,Frozen Foods,239.6906,OUT017,2007,Medium,Tier 2,Supermarket Type1,2826.1237317045243
FDI60,7.22,Regular,0.038477325,Baking Goods,62.951,OUT018,2009,Medium,Tier 3,Supermarket Type2,2302.5833478122204
FDH31,12.0,Regular,0.020411155,Meat,98.6042,OUT046,1997,Small,Tier 1,Supermarket Type1,2236.405143776354
FDL50,12.15,Regular,0.042552418,Canned,123.5046,OUT017,2007,Medium,Tier 2,Supermarket Type1,2359.2606502071917
FDO21,11.6,Regular,0.009818244,Snack Foods,223.1404,OUT017,2007,Medium,Tier 2,Supermarket Type1,2739.256008209467
FDW12,8.315,Regular,0.035572183,Baking Goods,144.4444,OUT046,1997,Small,Tier 1,Supermarket Type1,2298.294431856085
FDT15,12.15,Regular,0.04274788,Meat,183.695,OUT049,1999,Medium,Tier 1,Supermarket Type1,2495.385163123562
FDV25,5.905,Low Fat,0.04572322,Canned,222.1456,OUT049,1999,Medium,Tier 1,Supermarket Type1,2762.8216436224384
DRH13,8.575,Low Fat,0.023934398,Soft Drinks,105.828,OUT045,2002,Medium,Tier 2,Supermarket Type1,2278.828409667017
FDG21,17.35,Regular,0.146527359,Seafood,147.905,OUT049,1999,Medium,Tier 1,Supermarket Type1,2374.5547662672857
NCI55,18.6,Low Fat,0.012651172,Household,123.1414,OUT035,2004,Small,Tier 2,Supermarket Type1,2336.0669688220005
NCO06,12.857645184135976,Low Fat,0.107507291,Household,34.8558,OUT027,1985,Medium,Tier 3,Supermarket Type3,2766.444410893278
FDR27,15.1,Regular,0.096295326,Meat,133.4942,OUT045,2002,Medium,Tier 2,Supermarket Type1,2370.7679652572006
FDA22,12.857645184135976,Low Fat,0.0,Starchy Foods,167.5158,OUT027,1985,Medium,Tier 3,Supermarket Type3,3401.054308225444
FDS03,7.825,Low Fat,0.079613553,Meat,65.0826,OUT035,2004,Small,Tier 2,Supermarket Type1,1828.5829030221018
FDZ12,9.17,Low Fat,0.103398309,Baking Goods,143.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,2734.034091042354
FDJ20,20.7,Regular,0.16767231,Fruits and Vegetables,124.2388,OUT010,1998,Medium,Tier 3,Grocery Store,1870.0269377592194
FDV09,12.1,Low Fat,0.020551458,Snack Foods,146.6734,OUT013,1987,High,Tier 3,Supermarket Type1,2313.3696561252036
FDW09,13.65,Regular,0.025961116,Snack Foods,80.4302,OUT049,1999,Medium,Tier 1,Supermarket Type1,2057.928715858663
FDS36,8.38,Regular,0.046960237,Baking Goods,111.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,2132.7414636241047
FDY19,19.75,Low Fat,0.041533438,Fruits and Vegetables,119.8466,OUT018,2009,Medium,Tier 3,Supermarket Type2,2678.238305449197
DRC49,8.67,Low Fat,0.065436581,Soft Drinks,142.9128,OUT046,1997,Small,Tier 1,Supermarket Type1,2213.267178738007
FDN12,15.6,Low Fat,0.08126841,Baking Goods,110.2544,OUT045,2002,Medium,Tier 2,Supermarket Type1,2303.343099517414
FDJ03,12.35,Regular,0.072689818,Dairy,48.7692,OUT018,2009,Medium,Tier 3,Supermarket Type2,2341.2159945613143
FDC46,17.7,Low Fat,0.116723677,Snack Foods,182.4266,OUT049,1999,Medium,Tier 1,Supermarket Type1,2434.9837635687345
FDM02,12.5,Regular,0.074035423,Canned,87.9198,OUT018,2009,Medium,Tier 3,Supermarket Type2,2525.857912953324
FDV20,20.2,Regular,0.059751638,Fruits and Vegetables,129.1678,OUT013,1987,High,Tier 3,Supermarket Type1,2313.12089061427
NCH07,13.15,Low Fat,0.092854963,Household,158.7604,OUT045,2002,Medium,Tier 2,Supermarket Type1,2507.432561458623
FDL28,12.857645184135976,Regular,0.0,Frozen Foods,230.0668,OUT019,1985,Small,Tier 1,Grocery Store,2473.4347324280466
FDJ46,12.857645184135976,Low Fat,0.044606379,Snack Foods,174.2054,OUT027,1985,Medium,Tier 3,Supermarket Type3,3379.6023074678396
FDQ34,10.85,Low Fat,0.162107603,Snack Foods,106.3622,OUT013,1987,High,Tier 3,Supermarket Type1,2104.4493865463023
NCD42,12.857645184135976,Low Fat,0.0,Health and Hygiene,37.3506,OUT027,1985,Medium,Tier 3,Supermarket Type3,2812.2997881800384
FDO34,17.7,Low Fat,0.030060895,Snack Foods,166.4816,OUT018,2009,Medium,Tier 3,Supermarket Type2,2815.2105114979977
FDX60,14.35,Low Fat,0.081050006,Baking Goods,79.196,OUT017,2007,Medium,Tier 2,Supermarket Type1,2107.5822240988005
FDZ28,20.0,Regular,0.051783761,Frozen Foods,125.8678,OUT017,2007,Medium,Tier 2,Supermarket Type1,2451.553532691164
FDT36,12.3,Low Fat,0.0,Baking Goods,37.2874,OUT013,1987,High,Tier 3,Supermarket Type1,1926.7442064432328
FDL24,10.3,Regular,0.024998007,Baking Goods,174.4422,OUT018,2009,Medium,Tier 3,Supermarket Type2,3068.6879096458733
FDJ58,15.6,Regular,0.105208448,Snack Foods,170.5764,OUT013,1987,High,Tier 3,Supermarket Type1,2473.962034982024
FDY12,9.8,Regular,0.14118383,Baking Goods,50.5008,OUT018,2009,Medium,Tier 3,Supermarket Type2,2276.4964708074826
FDP58,11.1,Low Fat,0.135692831,Snack Foods,220.0482,OUT018,2009,Medium,Tier 3,Supermarket Type2,3054.907333672686
FDC41,12.857645184135976,Low Fat,0.116347087,Frozen Foods,76.867,OUT027,1985,Medium,Tier 3,Supermarket Type3,2953.4103944495732
FDY07,11.8,Low Fat,0.12150063,Fruits and Vegetables,46.8402,OUT013,1987,High,Tier 3,Supermarket Type1,1850.8355653422905
FDN08,7.72,Regular,0.088864488,Fruits and Vegetables,119.3466,OUT017,2007,Medium,Tier 2,Supermarket Type1,2158.4706934510023
FDJ53,12.857645184135976,Low Fat,0.070912843,Frozen Foods,121.5098,OUT027,1985,Medium,Tier 3,Supermarket Type3,3205.15480665109
FDX04,19.6,Regular,0.041571557,Frozen Foods,49.9376,OUT046,1997,Small,Tier 1,Supermarket Type1,1945.5772663784855
FDZ19,6.425,Low Fat,0.093454899,Fruits and Vegetables,175.3712,OUT046,1997,Small,Tier 1,Supermarket Type1,2341.3604897879554
FDB45,20.85,Low Fat,0.021329793,Fruits and Vegetables,105.5306,OUT046,1997,Small,Tier 1,Supermarket Type1,2244.1403528460937
NCF54,18.0,Low Fat,0.079299474,Household,170.5422,OUT010,1998,Medium,Tier 3,Grocery Store,2242.5838987270827
FDX21,7.05,Low Fat,0.085138334,Snack Foods,108.6912,OUT045,2002,Medium,Tier 2,Supermarket Type1,2242.7499331269673
FDA50,16.25,Low Fat,0.087175137,Dairy,98.341,OUT046,1997,Small,Tier 1,Supermarket Type1,2179.507781523721
DRH39,20.7,Low Fat,0.093214498,Dairy,74.667,OUT017,2007,Medium,Tier 2,Supermarket Type1,2199.183516378722
FDA38,5.44,Low Fat,0.025458716,Dairy,241.2538,OUT013,1987,High,Tier 3,Supermarket Type1,2699.285648281793
NCP30,20.5,Low Fat,0.032741422,Household,40.4822,OUT013,1987,High,Tier 3,Supermarket Type1,1915.5792118145678
FDW19,12.35,Regular,0.038560279,Fruits and Vegetables,109.857,OUT049,1999,Medium,Tier 1,Supermarket Type1,2190.418851127672
FDF41,12.857645184135976,Low Fat,0.130544568,Frozen Foods,248.046,OUT027,1985,Medium,Tier 3,Supermarket Type3,3694.3694136435583
DRF23,4.61,Low Fat,0.122629121,Hard Drinks,175.4396,OUT035,2004,Small,Tier 2,Supermarket Type1,2428.710990560016
NCP14,8.275,Low Fat,0.110913601,Household,106.3306,OUT017,2007,Medium,Tier 2,Supermarket Type1,2174.2190760913754
FDK44,12.857645184135976,Low Fat,0.121635591,Fruits and Vegetables,175.4738,OUT027,1985,Medium,Tier 3,Supermarket Type3,3309.5431092877207
DRA59,8.27,Regular,0.128449055,Soft Drinks,186.5924,OUT018,2009,Medium,Tier 3,Supermarket Type2,2882.55976745625
FDC28,7.905,Low Fat,0.055098434,Frozen Foods,109.2254,OUT045,2002,Medium,Tier 2,Supermarket Type1,2154.0179517740758
NCO53,16.2,Low Fat,0.0,Health and Hygiene,182.1608,OUT049,1999,Medium,Tier 1,Supermarket Type1,2558.732807688708
FDY55,12.857645184135976,Low Fat,0.0,Fruits and Vegetables,258.3988,OUT019,1985,Small,Tier 1,Grocery Store,2611.4771167148447
NCS54,13.6,Low Fat,0.010013429,Household,176.437,OUT045,2002,Medium,Tier 2,Supermarket Type1,2561.685523108231
NCM07,9.395,Low Fat,0.040187877,Others,85.6908,OUT017,2007,Medium,Tier 2,Supermarket Type1,2049.103616299756
FDQ19,7.35,Regular,0.024044279,Fruits and Vegetables,241.0512,OUT010,1998,Medium,Tier 3,Grocery Store,2469.2746170265154
FDS40,15.35,Low Fat,0.014007727,Frozen Foods,38.319,OUT013,1987,High,Tier 3,Supermarket Type1,1904.1450197490708
FDC14,14.5,Regular,0.041214746,Canned,42.0454,OUT013,1987,High,Tier 3,Supermarket Type1,1860.0360126714136
FDR12,12.6,Regular,0.031663212,Baking Goods,173.2764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2998.367572717701
FDM60,10.8,Regular,0.0,Baking Goods,39.3138,OUT013,1987,High,Tier 3,Supermarket Type1,1771.0105496637586
FDG26,18.85,Low Fat,0.042716162,Canned,257.833,OUT049,1999,Medium,Tier 1,Supermarket Type1,2958.6293103224084
NCL55,12.15,Low Fat,0.06479182,Others,254.004,OUT045,2002,Medium,Tier 2,Supermarket Type1,3141.521179937885
FDO21,11.6,Regular,0.009761175,Snack Foods,226.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,2722.7821041008615
NCG18,15.3,Low Fat,0.02295878,Household,101.6332,OUT013,1987,High,Tier 3,Supermarket Type1,2101.386236023219
FDA27,20.35,Regular,0.030927632,Dairy,256.8672,OUT046,1997,Small,Tier 1,Supermarket Type1,3091.1303236000977
DRG03,14.5,Low Fat,0.103752817,Dairy,155.1998,OUT010,1998,Medium,Tier 3,Grocery Store,1902.95300319809
FDC22,6.89,Regular,0.136428395,Snack Foods,193.982,OUT046,1997,Small,Tier 1,Supermarket Type1,2511.773889702205
FDC21,14.6,Regular,0.071904258,Fruits and Vegetables,106.8254,OUT010,1998,Medium,Tier 3,Grocery Store,2015.840865006119
FDN50,16.85,Regular,0.026627857,Canned,93.712,OUT018,2009,Medium,Tier 3,Supermarket Type2,2420.151197727728
DRF27,8.93,Low Fat,0.028393624,Dairy,153.434,OUT013,1987,High,Tier 3,Supermarket Type1,2243.716029140903
FDW57,8.31,Regular,0.116331694,Snack Foods,176.9028,OUT017,2007,Medium,Tier 2,Supermarket Type1,2349.5136568433845
FDM34,19.0,Low Fat,0.112893408,Snack Foods,131.0626,OUT010,1998,Medium,Tier 3,Grocery Store,2060.735061467759
FDZ39,12.857645184135976,Regular,0.017937483,Meat,103.499,OUT027,1985,Medium,Tier 3,Supermarket Type3,3127.084847940225
FDU28,12.857645184135976,Regular,0.164438907,Frozen Foods,188.4214,OUT019,1985,Small,Tier 1,Grocery Store,2147.4568945830792
FDQ27,5.19,Regular,0.044252621,Meat,102.599,OUT046,1997,Small,Tier 1,Supermarket Type1,2157.425681820085
FDQ52,17.0,Low Fat,0.120060274,Frozen Foods,246.5434,OUT017,2007,Medium,Tier 2,Supermarket Type1,3013.907289200959
FDT51,11.65,Regular,0.010909704,Meat,110.8544,OUT013,1987,High,Tier 3,Supermarket Type1,2368.3048611543863
NCI30,20.25,Low Fat,0.059055045,Household,247.346,OUT045,2002,Medium,Tier 2,Supermarket Type1,2949.995655005612
NCX29,10.0,Low Fat,0.149223055,Health and Hygiene,145.8102,OUT010,1998,Medium,Tier 3,Grocery Store,1770.3217350864013
FDX38,12.857645184135976,Regular,0.084404264,Dairy,49.5376,OUT019,1985,Small,Tier 1,Grocery Store,1468.3920060485848
FDO08,11.1,Regular,0.054079556,Fruits and Vegetables,165.9526,OUT017,2007,Medium,Tier 2,Supermarket Type1,2439.5788864051797
FDM15,11.8,Regular,0.057655493,Meat,152.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2751.640149773729
FDW22,9.695,Regular,0.030413777,Snack Foods,221.3114,OUT018,2009,Medium,Tier 3,Supermarket Type2,3093.2713594193024
FDT08,13.65,Low Fat,0.049496899,Fruits and Vegetables,151.505,OUT017,2007,Medium,Tier 2,Supermarket Type1,2518.7881183344534
FDS32,17.75,Regular,0.029653914,Fruits and Vegetables,140.5838,OUT046,1997,Small,Tier 1,Supermarket Type1,2527.5463171350066
NCI06,11.3,Low Fat,0.047912071,Household,179.866,OUT018,2009,Medium,Tier 3,Supermarket Type2,2894.6400721860173
FDR21,12.857645184135976,Low Fat,0.066611321,Snack Foods,178.237,OUT027,1985,Medium,Tier 3,Supermarket Type3,3474.334581425505
FDD05,19.35,Low Fat,0.016611475,Frozen Foods,122.0098,OUT046,1997,Small,Tier 1,Supermarket Type1,2383.8561718304873
FDZ02,6.905,Regular,0.03822479,Dairy,99.8726,OUT045,2002,Medium,Tier 2,Supermarket Type1,2114.4610828290056
FDH47,13.5,Regular,0.129016487,Starchy Foods,98.4068,OUT049,1999,Medium,Tier 1,Supermarket Type1,2195.0492890687974
FDM58,16.85,Regular,0.080141165,Snack Foods,111.4544,OUT017,2007,Medium,Tier 2,Supermarket Type1,2251.481581359033
FDG09,20.6,Regular,0.0480335,Fruits and Vegetables,188.2556,OUT045,2002,Medium,Tier 2,Supermarket Type1,2847.8861441678205
FDO27,6.175,Regular,0.179355893,Meat,94.1752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1887.8751601564352
FDI41,18.5,Regular,0.062510529,Frozen Foods,146.8418,OUT018,2009,Medium,Tier 3,Supermarket Type2,2766.740063572639
FDK34,13.35,Low Fat,0.038519399,Snack Foods,236.8564,OUT035,2004,Small,Tier 2,Supermarket Type1,2848.400788743684
NCX54,12.857645184135976,Low Fat,0.047827139,Household,105.3622,OUT027,1985,Medium,Tier 3,Supermarket Type3,3066.630097577999
FDL14,8.115,Regular,0.032208865,Canned,154.9972,OUT049,1999,Medium,Tier 1,Supermarket Type1,2501.4684064682474
FDA13,15.85,Low Fat,0.078874948,Canned,37.4506,OUT018,2009,Medium,Tier 3,Supermarket Type2,2224.363640621107
FDS11,12.857645184135976,Regular,0.097275777,Breads,223.9088,OUT019,1985,Small,Tier 1,Grocery Store,2285.7041913808634
FDT43,16.35,Low Fat,0.020664178,Fruits and Vegetables,50.8324,OUT017,2007,Medium,Tier 2,Supermarket Type1,2034.7310227164003
FDR07,21.35,Low Fat,0.078060605,Fruits and Vegetables,96.0094,OUT018,2009,Medium,Tier 3,Supermarket Type2,2634.9133987913574
FDF41,12.15,Low Fat,0.131714183,Frozen Foods,245.846,OUT018,2009,Medium,Tier 3,Supermarket Type2,3049.5242157496477
